ACER, 2.42, 20220309 06:00:00
ACER, 2.38, 20220309 08:18:00
ACER, 2.46, 20220309 08:30:00
ACER, 2.47, 20220309 08:38:00
ACER, 2.46, 20220309 08:39:00
ACER, 2.4494, 20220309 08:42:00
ACER, 2.46, 20220309 08:47:00
ACER, 2.45, 20220309 09:26:00
ACER, 2.44, 20220309 09:29:00
ACER, 2.45, 20220309 09:31:00
ACER, 2.46, 20220309 09:33:00
ACER, 2.45, 20220309 09:42:00
ACER, 2.43, 20220309 10:04:00
ACER, 2.44, 20220309 10:05:00
ACER, 2.43, 20220309 10:09:00
ACER, 2.441, 20220309 10:42:00
ACER, 2.44, 20220309 10:53:00
ACER, 2.44, 20220309 10:54:00
ACER, 2.45, 20220309 10:56:00
ACER, 2.45, 20220309 10:58:00
